Country,Region,Subregion,Indicator,Dimension,Category,Sex,Year,VALUE
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,4.06777256339493
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2012,24.7404083433618
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2012,0.2849390479759
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2012,8.30454899969216
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2012,20.5903152650776
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,6.87859030170357
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2013,23.5924263319279
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,49.1296093394106
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2013,16.6574900301919
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,83.7082055299077
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,30.677887747709
Cameroon,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,0.471910221556709
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,36.7208887452346
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,15.7825091344261
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,40.0172682395781
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,13.0662920996265
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,19.7058385028748
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,38.3306136524499
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,0.411043701379476
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,2.05451910193488
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,14.2308552321463
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2013,16.8686732036951
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,12.2387311689111
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,57.3017452623454
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2013,53.1674723739074
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,8.32739522880244
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,4.26159281592147
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2013,41.3821642871922
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2013,0.283155169740906
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2013,7.41930701554458
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2013,21.3428272276281
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,4.5802849040525
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,16.2740550876765
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2014,24.4749015817589
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,52.9789202059318
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,12.398911700954
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,17.2446002845359
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2014,13.7844858221919
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,87.0670934920003
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,30.603114218133
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,5.97902533186501
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,32.3718406447861
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,7.77451250803134
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,45.2660119958736
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,16.7221876634294
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,23.3089087844703
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,35.3429575884509
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,70.1571126485681
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,11.5349582156083
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,22.277631906688
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,32.9700373473328
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.397688841104871
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,4.32326529615766
Lebanon,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,2.3318137942699
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,18.3419429095094
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,23.9225041946309
Republic of Moldova,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,7.14988950578707
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,4.55569033397468
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,2.3015780770085
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.102985250624048
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,34.9843982741546
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,68.1473781945908
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2014,47.1591425393374
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,7.74073240029371
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,3.07489307735399
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.219864783158358
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,16.9221770110911
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,10.2673376507242
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2014,34.2013131069488
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2014,0.562931720252489
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2014,6.91796231041025
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2014,28.5332243567899
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,4.55387230942044
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,47.1087033329408
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,11.9814698011333
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2015,23.9685966286457
Belgium,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,57.7543841382267
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,10.8851951540703
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,31.9007849743718
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,90.6453383138977
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,33.3007796510405
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,5.53041401503951
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,31.792664673951
Algeria,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2015,6.18448058196787
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,43.2078480057448
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,17.405480186066
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,22.4127939788974
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,18.5824368295991
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,4.17870796731298
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,16.5641723644352
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,36.2441361428474
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,17.7578082734868
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,15.9118195888964
Monaco,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,100.661098566259
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,4.65011379233167
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,2.47201843676296
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2015,29.328111536588
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,61.6982907338301
Poland,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,8.20565053639606
Saudi Arabia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,40.9008352244131
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,0.633445238975813
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,12.4699519440098
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,9.75964701441513
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,24.4181039609271
Syrian Arab Republic,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,9.43133090184837
Tajikistan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2015,8.83866429734933
Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2015,0.489788435885119
United States of America,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2015,6.34171102991014
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2015,11.4107767197671
South Africa,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2015,6.80846124606494
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,29.3319240206545
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,6.09790633955268
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,1.40469046703388
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2016,47.7970311750988
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,24.6949159481125
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,0.68748444391067
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,12.6115641132472
Belarus,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,11.4642880321834
Belize,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,32.3549169877024
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,31.8314720267527
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2016,12.3702516161994
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,86.3652000184838
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,30.8366546056279
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,5.49922404903123
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,4.0887631440123
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,21.4964980837353
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,28.525535329504
Spain,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,25.2927437151116
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,53.9202573705531
United Kingdom (England and Wales),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,50.4100488347134
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,49.9426196890991
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,36.6717856680297
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,53.3219832929727
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,22.2644810804298
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,0.14874027610445
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,18.1798687689074
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,3.33315257521203
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,35.938624567576
Japan,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,0.338156783341321
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,16.4859514772789
Luxembourg,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,30.5052561584628
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,19.1850144627456
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,17.6569398473778
Maldives,Asia,Southern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,41.5061311774207
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,4.22244824199304
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,15.5386837132969
Mauritius,Africa,Sub-Saharan Africa,Persons convicted,by selected crime,Drug trafficking,Total,2016,22.3718235784312
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,29.3989552734245
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,125.554265550518
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2016,44.3287795587059
Peru,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,6.5540324494585
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,28.2321184662604
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2016,13.5858998522353
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,3.66586514000154
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,14.5899252467492
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,15.2959206340987
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,8.77054144642811
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,25.9050642460147
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,16.8089583282947
Thailand,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2016,310.456522824709
Tunisia,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2016,5.27380708630529
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2016,9.98999014339893
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,33.7100846461261
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,25.7583460430436
Armenia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,1.20070114085477
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,5.52681611177433
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2017,49.2498525688681
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,25.6708387547807
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,0.522921227358306
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,12.2204374420787
Belarus,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,9.68850457352704
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,32.8370887779249
Canada,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2017,11.2582702203009
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,82.4498073489867
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,50.0946515190111
China,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,4.65718694762438
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,19.2100413790857
Costa Rica,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,4.66093527670589
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,21.7050173357917
Germany,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,25.4331900024989
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,24.2490765230085
Spain,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,24.4726770188793
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,47.8205771943667
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,53.6066785309947
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,20.8997698352713
United Kingdom (Scotland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,32.9228727326353
Georgia,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,50.7269054821178
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,146.002783422048
Honduras,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,0.271168438204859
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,17.4053736026672
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,4.39420988248605
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,38.7280623360851
Kazakhstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,5.14692017679027
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,4.5979602258756
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,17.8842033179438
Luxembourg,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,32.3556506293845
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,21.7235304958216
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,16.7039282844679
Maldives,Asia,Southern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,60.2242699443798
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,8.5469976381494
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,2.1371973862076
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,24.1891202175086
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,29.99647134309
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,114.254797294384
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2017,34.1384756723882
Panama,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2017,6.24587217383433
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,27.771206302215
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,4.24593911602646
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,13.4820655044236
Singapore,Asia,South-eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,1.08849296097476
Serbia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,15.4096133226145
Slovakia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,7.94745773796772
Slovenia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,21.4797251758865
Sweden,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,15.7190472348421
Tajikistan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,5.23886010328479
Tunisia,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2017,5.2787440812082
Türkiye,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2017,17.6701407311584
Kosovo under UNSCR 1244,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2017,10.8589976127172
Albania,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,23.9096326450791
Andorra,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,19.9568931108805
Argentina,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,12.3905826510815
Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,2.19959087609705
Australia,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2018,47.8747650922898
Azerbaijan,Asia,Western Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,23.9746181803006
Bulgaria,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,0.370120170189795
Bosnia and Herzegovina,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,14.9985237673457
Belarus,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,7.56326640704023
Bermuda,Americas,Northern America,Persons convicted,by selected crime,Drug trafficking,Total,2018,6.26654760226222
Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,7.13393940826362
Barbados,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,71.2477801863486
Switzerland,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,76.4999584035146
Chile,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,51.431227260657
Colombia,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,16.416293207725
Czechia,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,22.0875335590686
Germany,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,26.2437234166324
Denmark,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,26.0449725392959
Spain,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,23.3963473965597
Estonia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,45.6895778971372
France,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,50.1896056432323
United Kingdom (Northern Ireland),Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,20.8328793856001
Guyana,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,129.491867594881
Croatia,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,18.4602327330983
Hungary,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,6.49656676907882
Italy,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,38.608105145571
Kyrgyzstan,Asia,Central Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,2.94872126415938
Lithuania,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,17.6272570203941
Luxembourg,Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,41.4404843932176
Latvia,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,19.3506081175023
"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,25.350197033268
Morocco,Africa,Northern Africa,Persons convicted,by selected crime,Drug trafficking,Total,2018,54.0572816335824
Mexico,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,4.65427252143111
Malta,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,6.60396340991523
Montenegro,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,19.8117880138683
Mongolia,Asia,Eastern Asia,Persons convicted,by selected crime,Drug trafficking,Total,2018,0.126274344904483
Nicaragua,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,7.76552793090086
Netherlands (Kingdom of the),Europe,Western Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,26.8809188211463
Norway,Europe,Northern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,100.738880435412
New Zealand,Oceania,Australia and New Zealand,Persons convicted,by selected crime,Drug trafficking,Total,2018,32.2189205253704
Portugal,Europe,Southern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,24.4253150473403
Paraguay,Americas,Latin America and the Caribbean,Persons convicted,by selected crime,Drug trafficking,Total,2018,1.83589537979035
Romania,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,3.32178922282991
Russian Federation,Europe,Eastern Europe,Persons convicted,by selected crime,Drug trafficking,Total,2018,11.6984108303027
